epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,852.626,1.32924,4.32674,1.11463,0.69733,0.67261,0.70079,0.45392,1.24316,4.46624,1.05288,0.000375717,0.000375717,0.000375717
176,856.29,1.32584,4.28215,1.1115,0.7044,0.65811,0.69009,0.43708,1.28076,4.5979,1.05982,0.000370653,0.000370653,0.000370653
177,859.91,1.32824,4.24292,1.10416,0.69016,0.64046,0.67403,0.44991,1.1836,4.62288,1.03362,0.000365604,0.000365604,0.000365604
178,863.582,1.35791,4.38858,1.11012,0.69624,0.67152,0.69465,0.44929,1.20087,4.56237,1.03917,0.000360568,0.000360568,0.000360568
179,867.32,1.32942,4.33539,1.11951,0.70409,0.65836,0.68892,0.45477,1.16817,4.47014,1.02896,0.000355549,0.000355549,0.000355549
180,871.018,1.3353,4.30223,1.11172,0.68901,0.68136,0.69819,0.46618,1.1596,4.41499,1.02657,0.000350545,0.000350545,0.000350545
181,874.66,1.31131,4.12962,1.11381,0.67523,0.68696,0.70277,0.4689,1.16468,4.48276,1.03887,0.000345557,0.000345557,0.000345557
182,878.304,1.34014,4.25192,1.11624,0.68361,0.69438,0.70355,0.46679,1.16987,4.31635,1.03452,0.000340586,0.000340586,0.000340586
183,881.99,1.35197,4.38838,1.11793,0.69219,0.67508,0.70244,0.45869,1.19359,4.35966,1.03859,0.000335633,0.000335633,0.000335633
184,885.602,1.32843,4.25804,1.11964,0.71485,0.67077,0.70164,0.46297,1.17894,4.35673,1.03926,0.000330698,0.000330698,0.000330698
185,889.264,1.33304,4.23561,1.11289,0.7052,0.68003,0.70553,0.46755,1.18722,4.39525,1.03858,0.000325781,0.000325781,0.000325781
186,892.965,1.3278,4.25643,1.11067,0.69793,0.67218,0.69808,0.45557,1.19555,4.46322,1.04162,0.000320884,0.000320884,0.000320884
187,896.633,1.37587,4.50438,1.14104,0.70899,0.67467,0.70126,0.46482,1.17727,4.43157,1.0332,0.000316006,0.000316006,0.000316006
188,900.263,1.33358,4.25084,1.11534,0.69845,0.6616,0.69936,0.46168,1.16822,4.40778,1.0356,0.000311148,0.000311148,0.000311148
189,903.894,1.33114,4.33725,1.12355,0.71022,0.66414,0.70177,0.46308,1.175,4.43032,1.03137,0.000306312,0.000306312,0.000306312
190,907.611,1.34098,4.33472,1.09905,0.69497,0.66284,0.69657,0.45288,1.2008,4.51391,1.04465,0.000301496,0.000301496,0.000301496
191,911.558,1.32357,4.23492,1.11388,0.70204,0.67911,0.7106,0.46618,1.18118,4.37833,1.03592,0.000296702,0.000296702,0.000296702
192,915.152,1.3281,4.24469,1.10341,0.67896,0.69273,0.70885,0.46606,1.18315,4.34441,1.03646,0.00029193,0.00029193,0.00029193
193,918.826,1.32341,4.13667,1.10765,0.68045,0.68462,0.70246,0.46623,1.18146,4.35301,1.03619,0.000287182,0.000287182,0.000287182
194,922.483,1.30245,4.10089,1.10429,0.70386,0.67084,0.70419,0.46114,1.18928,4.44431,1.03686,0.000282456,0.000282456,0.000282456
195,926.065,1.32736,4.28291,1.12002,0.69844,0.692,0.71014,0.46544,1.17881,4.34318,1.03852,0.000277755,0.000277755,0.000277755
196,929.741,1.32418,4.14817,1.10116,0.70056,0.67413,0.70165,0.46071,1.20088,4.3847,1.04057,0.000273077,0.000273077,0.000273077
197,933.337,1.29209,4.04156,1.10336,0.69857,0.6965,0.71088,0.46848,1.18376,4.38346,1.03287,0.000268425,0.000268425,0.000268425
198,937.197,1.3094,4.12367,1.10693,0.70645,0.68436,0.71123,0.46967,1.19191,4.38318,1.03433,0.000263798,0.000263798,0.000263798
199,940.762,1.31441,4.09496,1.10722,0.70982,0.68245,0.71357,0.46697,1.22296,4.36119,1.04408,0.000259197,0.000259197,0.000259197
200,944.35,1.33398,4.218,1.10663,0.7029,0.68203,0.70777,0.46336,1.22326,4.47459,1.04293,0.000254623,0.000254623,0.000254623
201,948.308,1.32962,4.265,1.1026,0.69122,0.68463,0.70969,0.47265,1.15545,4.41018,1.02716,0.000250075,0.000250075,0.000250075
202,952.296,1.33547,4.14433,1.10863,0.69602,0.68332,0.70476,0.46816,1.16579,4.37283,1.02589,0.000245555,0.000245555,0.000245555
203,955.838,1.3503,4.32429,1.11033,0.70019,0.69163,0.70886,0.46818,1.18095,4.332,1.03444,0.000241062,0.000241062,0.000241062
204,959.459,1.32735,4.22717,1.10868,0.69802,0.68879,0.71058,0.46854,1.16518,4.35467,1.03243,0.000236598,0.000236598,0.000236598
205,963.296,1.34217,4.34069,1.10626,0.71125,0.68383,0.708,0.46873,1.16446,4.40187,1.0302,0.000232163,0.000232163,0.000232163
206,966.915,1.28575,3.98406,1.08812,0.71634,0.67728,0.70627,0.46956,1.16123,4.31026,1.02487,0.000227758,0.000227758,0.000227758
207,970.552,1.32384,4.17337,1.09676,0.69813,0.6883,0.70431,0.46277,1.19155,4.31366,1.03158,0.000223382,0.000223382,0.000223382
208,974.207,1.30405,4.08557,1.09391,0.71442,0.67349,0.70368,0.44995,1.25538,4.40144,1.05081,0.000219036,0.000219036,0.000219036
209,977.914,1.32179,4.10343,1.10671,0.70843,0.68287,0.70699,0.47037,1.1645,4.27895,1.02521,0.000214722,0.000214722,0.000214722
210,981.594,1.35123,4.16481,1.10685,0.69943,0.68217,0.70628,0.46606,1.18512,4.34438,1.02992,0.000210438,0.000210438,0.000210438
211,985.297,1.33694,4.18058,1.10363,0.70546,0.67971,0.70317,0.45772,1.21192,4.46467,1.04027,0.000206187,0.000206187,0.000206187
212,988.971,1.34058,4.12569,1.10244,0.70477,0.67677,0.69975,0.46385,1.17106,4.43672,1.0365,0.000201967,0.000201967,0.000201967
213,992.651,1.32308,4.12628,1.10331,0.70575,0.68665,0.70395,0.46808,1.18051,4.43857,1.03478,0.000197781,0.000197781,0.000197781
214,996.409,1.29587,4.04634,1.09995,0.69284,0.6892,0.70613,0.47095,1.16694,4.45267,1.03751,0.000193627,0.000193627,0.000193627
215,999.861,1.31753,4.16605,1.11861,0.69369,0.69244,0.71163,0.46981,1.17701,4.38799,1.04131,0.000189507,0.000189507,0.000189507
216,1003.49,1.31989,4.15652,1.1075,0.70409,0.68667,0.713,0.47077,1.17884,4.32258,1.03422,0.000185421,0.000185421,0.000185421
217,1007.38,1.31343,4.20153,1.11478,0.68407,0.70172,0.71298,0.46916,1.17561,4.31963,1.03851,0.00018137,0.00018137,0.00018137
218,1010.86,1.29593,4.04751,1.09907,0.70019,0.68372,0.70973,0.46715,1.1819,4.36582,1.03867,0.000177353,0.000177353,0.000177353
219,1014.56,1.30843,4.09638,1.09406,0.6957,0.68957,0.70515,0.4675,1.17468,4.40347,1.03931,0.000173372,0.000173372,0.000173372
220,1018.28,1.33152,4.15595,1.09886,0.70118,0.67842,0.70768,0.4711,1.17063,4.41799,1.03591,0.000169427,0.000169427,0.000169427
221,1021.89,1.30807,4.05702,1.10216,0.70972,0.68436,0.70808,0.47017,1.17237,4.32216,1.0291,0.000165518,0.000165518,0.000165518
222,1025.55,1.31998,4.1805,1.11891,0.71686,0.67541,0.7088,0.47067,1.17051,4.33335,1.03212,0.000161646,0.000161646,0.000161646
223,1029.22,1.3229,4.2007,1.11358,0.69747,0.68384,0.70792,0.46921,1.17679,4.40365,1.03793,0.000157811,0.000157811,0.000157811
224,1032.95,1.30795,4.17631,1.10828,0.69164,0.68911,0.70583,0.46849,1.16519,4.39581,1.03049,0.000154013,0.000154013,0.000154013
225,1036.58,1.3188,4.0974,1.1043,0.69234,0.69131,0.70558,0.47018,1.15736,4.38565,1.02735,0.000150253,0.000150253,0.000150253
226,1040.26,1.28588,3.99139,1.08615,0.68574,0.70035,0.70663,0.47227,1.14661,4.32291,1.02511,0.000146532,0.000146532,0.000146532
227,1043.87,1.29884,4.04372,1.10074,0.70244,0.68666,0.70212,0.46658,1.17009,4.42202,1.03915,0.000142849,0.000142849,0.000142849
228,1047.5,1.30061,4.03097,1.10834,0.7019,0.69076,0.70757,0.47075,1.16362,4.417,1.03422,0.000139206,0.000139206,0.000139206
229,1051.26,1.32075,4.13675,1.10739,0.70035,0.69214,0.70812,0.46871,1.16276,4.39533,1.0311,0.000135602,0.000135602,0.000135602
230,1054.96,1.31965,4.03159,1.09338,0.70034,0.68031,0.70495,0.47043,1.15734,4.37757,1.02802,0.000132038,0.000132038,0.000132038
231,1058.63,1.29114,3.94662,1.08858,0.70329,0.68877,0.7089,0.47357,1.15097,4.37661,1.02731,0.000128515,0.000128515,0.000128515
232,1062.32,1.30873,3.99421,1.11094,0.70085,0.69608,0.71175,0.47445,1.15271,4.36346,1.02914,0.000125032,0.000125032,0.000125032
233,1065.94,1.30652,4.06343,1.10519,0.70667,0.69138,0.71222,0.4739,1.16226,4.3596,1.02867,0.00012159,0.00012159,0.00012159
234,1069.61,1.30038,3.89577,1.0925,0.69897,0.68814,0.71128,0.47264,1.15834,4.34122,1.02765,0.00011819,0.00011819,0.00011819
235,1073.23,1.31696,4.1481,1.11118,0.69717,0.6924,0.71163,0.47357,1.15085,4.36163,1.02708,0.000114832,0.000114832,0.000114832
236,1076.89,1.29702,3.97701,1.09101,0.72165,0.67882,0.71419,0.47531,1.15446,4.32664,1.02417,0.000111516,0.000111516,0.000111516
237,1080.59,1.2944,4.03744,1.09088,0.70469,0.69585,0.71377,0.47309,1.1729,4.29567,1.02897,0.000108242,0.000108242,0.000108242
238,1084.27,1.29378,3.97025,1.0938,0.69907,0.70245,0.71539,0.47481,1.16812,4.28531,1.03026,0.000105012,0.000105012,0.000105012
239,1088.26,1.30926,4.0748,1.10825,0.70665,0.69936,0.71649,0.47285,1.17891,4.29618,1.03548,0.000101825,0.000101825,0.000101825
240,1091.81,1.28933,3.92559,1.08683,0.69525,0.70784,0.7169,0.46849,1.20451,4.35156,1.04317,9.86814e-05,9.86814e-05,9.86814e-05
241,1095.4,1.2938,3.97396,1.09275,0.70104,0.69086,0.71495,0.47246,1.17442,4.32646,1.03856,9.5582e-05,9.5582e-05,9.5582e-05
242,1099.1,1.31341,4.08689,1.10698,0.71348,0.67953,0.71457,0.47131,1.17446,4.31764,1.03454,9.25269e-05,9.25269e-05,9.25269e-05
243,1102.74,1.29814,3.98032,1.0989,0.71108,0.68371,0.71433,0.47178,1.18235,4.35294,1.03208,8.95165e-05,8.95165e-05,8.95165e-05
244,1106.63,1.3007,3.93372,1.08871,0.70222,0.68734,0.71258,0.47647,1.16165,4.37349,1.02859,8.65511e-05,8.65511e-05,8.65511e-05
245,1110.2,1.31363,3.99158,1.1112,0.70197,0.68958,0.71485,0.47715,1.15934,4.37218,1.03007,8.3631e-05,8.3631e-05,8.3631e-05
246,1113.79,1.29299,3.89858,1.0983,0.70266,0.69629,0.71701,0.47657,1.16521,4.34096,1.02893,8.07566e-05,8.07566e-05,8.07566e-05
247,1117.44,1.31915,4.01042,1.10651,0.69482,0.70206,0.71708,0.47741,1.16627,4.31413,1.02943,7.79283e-05,7.79283e-05,7.79283e-05
248,1121.12,1.30352,4.07003,1.10679,0.69639,0.69651,0.71471,0.47575,1.16722,4.31278,1.02863,7.51461e-05,7.51461e-05,7.51461e-05
249,1124.82,1.30447,4.10882,1.09311,0.70347,0.69777,0.71349,0.47331,1.17028,4.31719,1.02887,7.24106e-05,7.24106e-05,7.24106e-05
250,1128.49,1.30347,4.02001,1.10682,0.70334,0.70434,0.71208,0.46802,1.1904,4.32143,1.03437,6.9722e-05,6.9722e-05,6.9722e-05
251,1132.12,1.28131,3.94623,1.09888,0.70482,0.70332,0.7131,0.46687,1.2022,4.31595,1.04002,6.70806e-05,6.70806e-05,6.70806e-05
252,1135.82,1.30119,4.11184,1.10696,0.69928,0.70192,0.71342,0.47015,1.18751,4.2994,1.03752,6.44867e-05,6.44867e-05,6.44867e-05
253,1139.43,1.29708,3.93058,1.09665,0.70421,0.69313,0.71427,0.47375,1.17352,4.30145,1.03413,6.19405e-05,6.19405e-05,6.19405e-05
254,1143.26,1.31028,4.10193,1.10163,0.7141,0.68954,0.71566,0.4762,1.16236,4.3068,1.02872,5.94423e-05,5.94423e-05,5.94423e-05
255,1146.87,1.32344,4.02884,1.09839,0.70948,0.68974,0.71396,0.47756,1.14932,4.33536,1.0242,5.69925e-05,5.69925e-05,5.69925e-05
256,1150.48,1.2948,4.03094,1.09686,0.70537,0.69051,0.71242,0.47453,1.15455,4.35593,1.02705,5.45913e-05,5.45913e-05,5.45913e-05
257,1154.08,1.30749,4.0555,1.09692,0.70164,0.70036,0.71252,0.47298,1.15656,4.33436,1.02554,5.22389e-05,5.22389e-05,5.22389e-05
258,1157.83,1.33509,4.08428,1.09226,0.70253,0.70099,0.71273,0.47112,1.1658,4.33656,1.02749,4.99356e-05,4.99356e-05,4.99356e-05
259,1161.48,1.30438,4.04704,1.11227,0.69563,0.70681,0.71307,0.47238,1.16165,4.31657,1.02858,4.76817e-05,4.76817e-05,4.76817e-05
260,1165.13,1.30019,4.0338,1.11227,0.7044,0.70109,0.71311,0.47389,1.16039,4.28809,1.02933,4.54774e-05,4.54774e-05,4.54774e-05
261,1168.81,1.3129,4.00126,1.09241,0.70407,0.68956,0.71195,0.47558,1.15654,4.29289,1.02758,4.33229e-05,4.33229e-05,4.33229e-05
262,1172.48,1.28229,3.95756,1.09317,0.71216,0.68369,0.709,0.47481,1.15152,4.31129,1.02657,4.12186e-05,4.12186e-05,4.12186e-05
263,1176.11,1.31181,4.05452,1.11156,0.70818,0.68898,0.70813,0.47344,1.15172,4.3349,1.02664,3.91645e-05,3.91645e-05,3.91645e-05
264,1179.92,1.27317,3.81624,1.08829,0.70913,0.68822,0.7112,0.47245,1.1586,4.33963,1.02706,3.7161e-05,3.7161e-05,3.7161e-05
265,1183.72,1.29174,3.90043,1.1044,0.7023,0.69717,0.71091,0.47285,1.16137,4.35621,1.02688,3.52082e-05,3.52082e-05,3.52082e-05
266,1187.52,1.29918,4.01219,1.10125,0.70198,0.69616,0.711,0.47329,1.16177,4.35433,1.02687,3.33065e-05,3.33065e-05,3.33065e-05
267,1191.1,1.29781,4.06613,1.09533,0.70006,0.6992,0.71066,0.47288,1.16148,4.34241,1.02696,3.14559e-05,3.14559e-05,3.14559e-05
268,1194.66,1.28992,3.91358,1.08705,0.69909,0.69817,0.71092,0.47254,1.16123,4.3391,1.02686,2.96567e-05,2.96567e-05,2.96567e-05
269,1198.31,1.28422,3.9522,1.09552,0.70083,0.69098,0.71097,0.47251,1.16001,4.34514,1.02757,2.7909e-05,2.7909e-05,2.7909e-05
270,1202.09,1.28977,3.9545,1.0945,0.70354,0.6906,0.71125,0.47306,1.15709,4.34806,1.02755,2.62132e-05,2.62132e-05,2.62132e-05
271,1205.76,1.28795,3.80232,1.09076,0.7067,0.68816,0.71159,0.47329,1.15769,4.35203,1.02818,2.45693e-05,2.45693e-05,2.45693e-05
272,1209.31,1.26345,3.8233,1.08214,0.70282,0.69251,0.71225,0.47317,1.15908,4.3499,1.02827,2.29775e-05,2.29775e-05,2.29775e-05
273,1213.03,1.29432,3.99995,1.09215,0.69709,0.69802,0.71273,0.47411,1.16107,4.34241,1.02826,2.14381e-05,2.14381e-05,2.14381e-05
274,1216.62,1.23721,3.7802,1.08924,0.69625,0.69788,0.71251,0.47443,1.16302,4.3343,1.02796,1.99512e-05,1.99512e-05,1.99512e-05
275,1220.27,1.28651,3.83813,1.09212,0.70318,0.69529,0.713,0.47503,1.1632,4.33439,1.02824,1.85169e-05,1.85169e-05,1.85169e-05
276,1223.88,1.30298,4.00833,1.09445,0.71196,0.68703,0.71274,0.47518,1.16141,4.33499,1.02795,1.71354e-05,1.71354e-05,1.71354e-05
277,1227.58,1.30128,3.92738,1.09949,0.7074,0.6931,0.71259,0.47511,1.15867,4.32746,1.0275,1.58068e-05,1.58068e-05,1.58068e-05
278,1231.44,1.27536,3.85145,1.09024,0.70411,0.69613,0.71241,0.47491,1.15771,4.32262,1.02651,1.45314e-05,1.45314e-05,1.45314e-05
279,1234.9,1.30799,4.04454,1.11011,0.70161,0.70095,0.71264,0.47534,1.15903,4.31752,1.02645,1.33092e-05,1.33092e-05,1.33092e-05
280,1238.48,1.27192,3.88819,1.09123,0.70865,0.6943,0.71223,0.47499,1.1606,4.31727,1.02632,1.21404e-05,1.21404e-05,1.21404e-05
281,1244.99,1.21086,4.06171,1.07868,0.69366,0.69691,0.7077,0.4691,1.16302,4.3539,1.02953,1.10251e-05,1.10251e-05,1.10251e-05
282,1248.94,1.20398,4.03146,1.06768,0.69307,0.69012,0.70086,0.46217,1.16928,4.39775,1.03386,9.96343e-06,9.96343e-06,9.96343e-06
283,1252.51,1.20348,3.92749,1.07105,0.68703,0.68323,0.69274,0.45685,1.1752,4.4418,1.03781,8.95549e-06,8.95549e-06,8.95549e-06
284,1255.95,1.18649,3.70072,1.07707,0.68853,0.67864,0.68894,0.45405,1.1794,4.4603,1.04029,8.00141e-06,8.00141e-06,8.00141e-06
285,1259.4,1.19456,3.51572,1.07175,0.68643,0.67717,0.6868,0.45354,1.18223,4.47434,1.0422,7.10128e-06,7.10128e-06,7.10128e-06
286,1262.93,1.1953,3.63146,1.06179,0.68258,0.67864,0.6855,0.45199,1.18679,4.49876,1.04495,6.25521e-06,6.25521e-06,6.25521e-06
287,1266.38,1.18114,3.44116,1.06109,0.68525,0.67847,0.68529,0.45136,1.18876,4.50689,1.04581,5.4633e-06,5.4633e-06,5.4633e-06
288,1269.82,1.19086,3.42724,1.07369,0.68905,0.67331,0.6858,0.4521,1.18822,4.50871,1.04653,4.72562e-06,4.72562e-06,4.72562e-06
289,1273.22,1.19577,3.51533,1.06057,0.68936,0.66756,0.68425,0.4512,1.19032,4.52553,1.04815,4.04226e-06,4.04226e-06,4.04226e-06
290,1276.63,1.17817,3.42888,1.06668,0.68803,0.66758,0.68332,0.4508,1.19178,4.5302,1.04936,3.41329e-06,3.41329e-06,3.41329e-06
291,1280.05,1.16385,3.30287,1.05345,0.68714,0.66735,0.68279,0.45044,1.19249,4.53368,1.04994,2.83878e-06,2.83878e-06,2.83878e-06
292,1283.58,1.18492,3.41531,1.06338,0.68567,0.66914,0.6831,0.45068,1.19202,4.52364,1.04942,2.3188e-06,2.3188e-06,2.3188e-06
293,1287.09,1.18885,3.39073,1.06204,0.68954,0.66842,0.68305,0.45031,1.19106,4.51698,1.0489,1.8534e-06,1.8534e-06,1.8534e-06
294,1290.52,1.17738,3.38065,1.06008,0.68974,0.66882,0.683,0.45023,1.19161,4.51876,1.04931,1.44263e-06,1.44263e-06,1.44263e-06
295,1293.97,1.18229,3.37146,1.05568,0.69041,0.66796,0.68332,0.45074,1.19168,4.51953,1.0498,1.08654e-06,1.08654e-06,1.08654e-06
296,1297.42,1.17611,3.30172,1.0598,0.6914,0.66729,0.68418,0.45091,1.18966,4.50975,1.04848,7.85164e-07,7.85164e-07,7.85164e-07
297,1300.83,1.16541,3.30006,1.05034,0.6894,0.66823,0.68461,0.45148,1.18982,4.50746,1.04836,5.38541e-07,5.38541e-07,5.38541e-07
1,43.6094,2.51496,27.8925,2.00347,0.56549,0.05184,0.03804,0.02277,1.78765,inf,1.40956,0.09109,9e-05,9e-05
2,73.9889,1.9214,10.4933,1.51105,0.08775,0.1469,0.05945,0.02851,2.26386,inf,1.55007,0.08119,0.000189998,0.000189998
3,103.785,1.80431,8.3994,1.38566,0.1386,0.26748,0.11126,0.05275,2.13982,23.9305,1.52781,0.07129,0.000289989,0.000289989
4,121.67,1.71775,7.93629,1.34935,0.19389,0.27478,0.14218,0.07734,2.01583,20.8081,1.49417,0.06139,0.000389965,0.000389965
5,126.26,1.70917,7.71439,1.3348,0.1344,0.34446,0.14123,0.06558,2.18129,17.0492,1.67632,0.0514899,0.000489923,0.000489923
6,143.894,1.71698,7.48453,1.3137,0.39997,0.30771,0.26812,0.12181,1.95236,16.2946,1.4451,0.0415899,0.000589854,0.000589854
7,166.049,1.69768,7.16704,1.29317,0.50867,0.47062,0.45075,0.20858,1.89756,12.7576,1.41087,0.0316898,0.000689755,0.000689755
8,175.376,1.65422,6.87333,1.28826,0.53736,0.52803,0.51162,0.22638,1.89646,8.05852,1.37561,0.0217896,0.000789618,0.000789618
9,179.056,1.62131,7.0344,1.29595,0.55534,0.50733,0.50665,0.23853,1.8741,7.23999,1.36686,0.0118894,0.000889438,0.000889438
10,183.123,1.66724,6.89217,1.2838,0.52907,0.53407,0.52199,0.24157,1.90463,7.4844,1.42895,0.00198921,0.000989209,0.000989209
11,187.473,1.64364,6.78526,1.26394,0.52888,0.54252,0.53252,0.26857,1.76738,6.90488,1.31746,0.000999013,0.000999013,0.000999013
12,192.711,1.64552,6.7568,1.27533,0.57185,0.58016,0.55292,0.25764,1.83199,7.63615,1.35103,0.000998806,0.000998806,0.000998806
13,196.794,1.6198,6.58612,1.25722,0.50887,0.56559,0.5327,0.20977,2.09091,7.09757,1.52951,0.00099858,0.00099858,0.00099858
14,201.067,1.60575,6.58244,1.24477,0.60716,0.56933,0.58032,0.26729,1.94327,6.74498,1.38431,0.000998333,0.000998333,0.000998333
15,205.432,1.6041,6.54471,1.24817,0.5838,0.58001,0.60331,0.27402,1.91737,7.14502,1.41376,0.000998067,0.000998067,0.000998067
16,210.581,1.61069,6.65359,1.26109,0.60625,0.5898,0.58384,0.28883,1.71931,6.83766,1.28993,0.000997781,0.000997781,0.000997781
17,216.394,1.57815,6.4289,1.2335,0.58222,0.59286,0.60281,0.27691,1.85726,6.73821,1.36986,0.000997476,0.000997476,0.000997476
18,220.715,1.55143,6.21318,1.22084,0.62691,0.59487,0.61528,0.29068,1.8912,6.86682,1.38922,0.000997151,0.000997151,0.000997151
19,224.647,1.54429,6.16075,1.22807,0.60404,0.60882,0.62274,0.30165,1.91476,6.22725,1.38366,0.000996806,0.000996806,0.000996806
20,228.534,1.55033,6.03255,1.22485,0.57904,0.59867,0.59657,0.2625,1.96083,6.47338,1.40197,0.000996442,0.000996442,0.000996442
21,232.359,1.52626,5.97547,1.21083,0.59273,0.60858,0.61439,0.3388,1.61115,5.8301,1.20699,0.000996058,0.000996058,0.000996058
22,236.193,1.50041,6.04009,1.21219,0.64634,0.5965,0.63141,0.36635,1.55442,5.45138,1.18282,0.000995654,0.000995654,0.000995654
23,239.934,1.55696,6.1275,1.22857,0.59778,0.62744,0.62775,0.35447,1.58389,5.73928,1.20911,0.000995231,0.000995231,0.000995231
24,243.838,1.57343,6.194,1.24704,0.59382,0.59019,0.61348,0.32379,1.75682,5.75768,1.29297,0.000994789,0.000994789,0.000994789
25,247.688,1.49306,5.85307,1.21317,0.58076,0.56718,0.56265,0.29985,1.63659,6.78941,1.198,0.000994326,0.000994326,0.000994326
26,251.59,1.54811,6.12734,1.22608,0.54949,0.57749,0.56805,0.34043,1.34414,6.10335,1.11822,0.000993845,0.000993845,0.000993845
27,257.048,1.48682,5.93719,1.2101,0.57645,0.5587,0.553,0.30985,1.49372,7.65093,1.17026,0.000993344,0.000993344,0.000993344
28,261.65,1.50557,5.83015,1.21396,0.67431,0.62256,0.66011,0.36952,1.47474,6.21354,1.15662,0.000992823,0.000992823,0.000992823
29,265.695,1.48919,5.74187,1.20063,0.61008,0.59866,0.62165,0.36447,1.43758,5.8613,1.14597,0.000992283,0.000992283,0.000992283
30,269.407,1.47345,5.70168,1.20427,0.66318,0.62422,0.66062,0.38203,1.51932,5.08637,1.18194,0.000991723,0.000991723,0.000991723
31,273.165,1.50237,5.86217,1.21739,0.63785,0.62472,0.63636,0.31923,1.79102,5.55385,1.31983,0.000991145,0.000991145,0.000991145
32,277.134,1.45826,5.61644,1.19367,0.62117,0.61705,0.62729,0.24345,2.25032,6.37609,1.59075,0.000990546,0.000990546,0.000990546
33,281.014,1.5307,5.80826,1.21889,0.66632,0.61394,0.6557,0.32154,1.79264,5.78223,1.33117,0.000989929,0.000989929,0.000989929
34,284.779,1.48077,5.70531,1.19842,0.64571,0.64846,0.66891,0.35674,1.69284,5.30628,1.26482,0.000989292,0.000989292,0.000989292
35,288.5,1.48243,5.77647,1.19952,0.63838,0.61035,0.63722,0.32007,1.75227,5.53091,1.29234,0.000988635,0.000988635,0.000988635
36,292.245,1.49646,5.76005,1.20212,0.64382,0.61268,0.63986,0.37103,1.5649,5.34377,1.18569,0.00098796,0.00098796,0.00098796
37,296.142,1.48574,5.67527,1.19533,0.65116,0.62795,0.65054,0.39534,1.30776,5.27054,1.08291,0.000987265,0.000987265,0.000987265
38,300.092,1.4983,5.66987,1.20449,0.63253,0.62046,0.64262,0.40138,1.32282,5.40765,1.08675,0.000986551,0.000986551,0.000986551
39,304.046,1.49373,5.79457,1.20194,0.63622,0.57163,0.62338,0.39733,1.27459,5.60311,1.07315,0.000985817,0.000985817,0.000985817
40,308.021,1.50435,5.83072,1.20402,0.67191,0.6029,0.6452,0.36882,1.49715,5.59273,1.14263,0.000985065,0.000985065,0.000985065
41,311.873,1.4831,5.70586,1.19465,0.63899,0.6298,0.64276,0.379,1.47766,5.31239,1.13863,0.000984293,0.000984293,0.000984293
42,315.555,1.43848,5.45013,1.17984,0.63789,0.62773,0.64721,0.40706,1.34425,4.94873,1.09846,0.000983502,0.000983502,0.000983502
43,319.339,1.45984,5.49348,1.17362,0.66871,0.61402,0.65663,0.40064,1.41081,5.32959,1.12495,0.000982693,0.000982693,0.000982693
44,322.968,1.46703,5.50067,1.18143,0.65716,0.64132,0.67185,0.39814,1.47357,4.99297,1.14545,0.000981864,0.000981864,0.000981864
45,326.618,1.45495,5.4304,1.17776,0.64078,0.66128,0.67365,0.41426,1.3947,4.89614,1.10861,0.000981016,0.000981016,0.000981016
46,330.409,1.46811,5.47929,1.18631,0.6321,0.65039,0.67311,0.42708,1.28148,4.99448,1.07698,0.000980149,0.000980149,0.000980149
47,334.229,1.48048,5.53273,1.18138,0.63581,0.62976,0.64274,0.38242,1.405,5.34429,1.10818,0.000979263,0.000979263,0.000979263
48,338.169,1.49065,5.49142,1.1914,0.63462,0.63917,0.65584,0.37921,1.45319,5.16676,1.13537,0.000978358,0.000978358,0.000978358
49,342.085,1.46298,5.45871,1.19651,0.64984,0.63893,0.66018,0.40222,1.36455,5.24592,1.1145,0.000977435,0.000977435,0.000977435
50,346.531,1.50622,5.60557,1.19778,0.67504,0.62428,0.65756,0.38015,1.47447,5.8533,1.1477,0.000976492,0.000976492,0.000976492
51,350.317,1.4998,5.53601,1.20081,0.66293,0.63174,0.66611,0.41266,1.32485,5.19781,1.09666,0.000975531,0.000975531,0.000975531
52,353.955,1.45135,5.45197,1.18985,0.68856,0.64342,0.67957,0.42628,1.30155,4.92129,1.10124,0.000974551,0.000974551,0.000974551
53,357.641,1.46338,5.47872,1.18967,0.64954,0.64091,0.67428,0.41961,1.31923,4.94718,1.09174,0.000973552,0.000973552,0.000973552
54,361.362,1.44654,5.46919,1.16774,0.6411,0.62448,0.63416,0.38992,1.33913,5.26599,1.09726,0.000972534,0.000972534,0.000972534
55,364.923,1.45653,5.32703,1.17982,0.65,0.64499,0.6706,0.42333,1.27606,4.87403,1.08329,0.000971498,0.000971498,0.000971498
56,368.659,1.44006,5.24209,1.16462,0.63999,0.65207,0.6534,0.40009,1.30238,5.34051,1.0897,0.000970443,0.000970443,0.000970443
57,372.331,1.454,5.43566,1.18631,0.67318,0.62995,0.6603,0.39262,1.36514,5.10763,1.10733,0.00096937,0.00096937,0.00096937
58,376.034,1.45079,5.32069,1.17331,0.63348,0.64115,0.66184,0.38805,1.46724,5.28523,1.15511,0.000968278,0.000968278,0.000968278
59,379.753,1.45159,5.23497,1.17623,0.60652,0.62108,0.61765,0.39199,1.34335,5.17593,1.09847,0.000967168,0.000967168,0.000967168
