epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
164,649.974,1.49028,5.04014,1.15987,0.68472,0.65713,0.6989,0.42488,1.35434,4.69777,1.17345,6.43263e-05,6.43263e-05,6.43263e-05
165,653.737,1.50081,5.18928,1.16336,0.68756,0.65969,0.70044,0.42389,1.36079,4.70085,1.17556,6.39496e-05,6.39496e-05,6.39496e-05
166,657.183,1.49667,4.92633,1.14696,0.70072,0.65331,0.70301,0.42572,1.35235,4.68705,1.17014,6.35721e-05,6.35721e-05,6.35721e-05
167,660.64,1.52012,5.15492,1.15847,0.68645,0.65684,0.70077,0.43277,1.31576,4.66905,1.155,6.31937e-05,6.31937e-05,6.31937e-05
168,664.107,1.51503,5.15225,1.15701,0.6795,0.6647,0.69863,0.42125,1.37075,4.7193,1.18044,6.28145e-05,6.28145e-05,6.28145e-05
169,667.482,1.48739,5.08013,1.15124,0.68762,0.65799,0.70066,0.4265,1.35127,4.68831,1.17209,6.24345e-05,6.24345e-05,6.24345e-05
170,670.923,1.48362,4.95636,1.14673,0.6876,0.65462,0.69895,0.42534,1.35395,4.69793,1.17312,6.20538e-05,6.20538e-05,6.20538e-05
171,674.345,1.48515,4.95997,1.15475,0.68503,0.65308,0.69795,0.42158,1.36879,4.71986,1.17962,6.16723e-05,6.16723e-05,6.16723e-05
172,677.742,1.47165,4.95662,1.15613,0.68804,0.65405,0.70016,0.41882,1.38799,4.72191,1.18885,6.12901e-05,6.12901e-05,6.12901e-05
173,681.246,1.52629,5.14017,1.15121,0.68626,0.65728,0.70056,0.42998,1.32856,4.65162,1.16136,6.09072e-05,6.09072e-05,6.09072e-05
174,684.801,1.51904,5.02498,1.1468,0.69144,0.65956,0.7012,0.42082,1.37435,4.6876,1.18174,6.05236e-05,6.05236e-05,6.05236e-05
175,688.293,1.50264,5.13007,1.16664,0.68795,0.65673,0.69638,0.42474,1.33958,4.69451,1.16612,6.01394e-05,6.01394e-05,6.01394e-05
176,691.735,1.50016,5.14744,1.17094,0.69488,0.65037,0.69689,0.41552,1.39108,4.73871,1.1897,5.97546e-05,5.97546e-05,5.97546e-05
177,695.187,1.54032,5.26365,1.17306,0.68902,0.65803,0.70232,0.43216,1.31551,4.651,1.15522,5.93691e-05,5.93691e-05,5.93691e-05
178,698.622,1.48557,5.08293,1.14586,0.68622,0.66049,0.70194,0.42234,1.37212,4.69388,1.18143,5.89831e-05,5.89831e-05,5.89831e-05
179,702.098,1.48441,4.96612,1.14846,0.67857,0.66185,0.70145,0.42814,1.33844,4.6726,1.16524,5.85965e-05,5.85965e-05,5.85965e-05
180,705.598,1.48223,4.87745,1.13864,0.69901,0.6496,0.70165,0.42771,1.34005,4.67261,1.16525,5.82094e-05,5.82094e-05,5.82094e-05
181,709.085,1.50918,4.97938,1.1431,0.69729,0.65068,0.70115,0.42484,1.36009,4.67855,1.17436,5.78218e-05,5.78218e-05,5.78218e-05
182,712.566,1.49903,5.0777,1.15426,0.67905,0.66654,0.69977,0.41911,1.3774,4.69212,1.18255,5.74337e-05,5.74337e-05,5.74337e-05
183,716.299,1.52682,5.14082,1.15958,0.66732,0.66491,0.69811,0.42192,1.37242,4.69779,1.18063,5.70451e-05,5.70451e-05,5.70451e-05
184,720.045,1.47202,4.93796,1.14029,0.67729,0.67022,0.70273,0.41523,1.40619,4.71174,1.19557,5.66561e-05,5.66561e-05,5.66561e-05
185,723.815,1.51763,5.14668,1.16302,0.68598,0.66244,0.7033,0.43327,1.31583,4.62932,1.15442,5.62667e-05,5.62667e-05,5.62667e-05
186,727.66,1.47781,5.03774,1.16069,0.68916,0.66487,0.70407,0.42317,1.37613,4.67743,1.18207,5.58769e-05,5.58769e-05,5.58769e-05
187,731.532,1.51586,5.16095,1.16634,0.68851,0.66609,0.70307,0.42465,1.36246,4.67977,1.17562,5.54868e-05,5.54868e-05,5.54868e-05
188,735.377,1.50729,5.10442,1.146,0.68896,0.66148,0.70044,0.42413,1.36236,4.68777,1.17547,5.50963e-05,5.50963e-05,5.50963e-05
189,739.192,1.5104,5.0783,1.16025,0.67672,0.6745,0.7019,0.42474,1.36204,4.67835,1.1751,5.47055e-05,5.47055e-05,5.47055e-05
190,742.976,1.50144,5.05139,1.15215,0.68052,0.66816,0.7031,0.42812,1.34579,4.65553,1.16711,5.43144e-05,5.43144e-05,5.43144e-05
191,746.8,1.48998,5.00419,1.14568,0.68377,0.66117,0.70297,0.4278,1.35244,4.67206,1.16999,5.3923e-05,5.3923e-05,5.3923e-05
192,750.631,1.50484,5.11507,1.15047,0.67987,0.66066,0.69949,0.42449,1.35384,4.67818,1.17001,5.35314e-05,5.35314e-05,5.35314e-05
193,754.496,1.49894,5.01945,1.13699,0.68921,0.64978,0.69807,0.42598,1.34643,4.68119,1.1657,5.31396e-05,5.31396e-05,5.31396e-05
194,758.256,1.48884,4.98542,1.15552,0.69215,0.65677,0.70183,0.43181,1.32094,4.63771,1.15476,5.27476e-05,5.27476e-05,5.27476e-05
195,762.044,1.50939,5.05751,1.15323,0.68859,0.66105,0.70305,0.42899,1.34549,4.64437,1.16665,5.23554e-05,5.23554e-05,5.23554e-05
196,765.837,1.49426,5.11564,1.15969,0.68195,0.66108,0.69916,0.42566,1.34943,4.65281,1.1686,5.1963e-05,5.1963e-05,5.1963e-05
197,769.649,1.49662,5.04692,1.14564,0.69249,0.65375,0.70186,0.42882,1.33814,4.6415,1.16338,5.15706e-05,5.15706e-05,5.15706e-05
198,773.447,1.50499,5.14205,1.17604,0.69161,0.66231,0.70437,0.43137,1.32988,4.62872,1.15925,5.1178e-05,5.1178e-05,5.1178e-05
199,777.207,1.47683,4.91371,1.14895,0.68482,0.66614,0.70378,0.42779,1.34524,4.64103,1.16662,5.07854e-05,5.07854e-05,5.07854e-05
200,781.197,1.49892,5.00084,1.15508,0.68303,0.65978,0.69962,0.42488,1.35252,4.66187,1.17027,5.03927e-05,5.03927e-05,5.03927e-05
201,785.008,1.5054,5.03143,1.14145,0.69191,0.65564,0.70228,0.43085,1.32452,4.63056,1.15763,5.00001e-05,5.00001e-05,5.00001e-05
202,788.829,1.4864,5.0018,1.15062,0.68098,0.66885,0.70432,0.435,1.30906,4.61719,1.15064,4.96074e-05,4.96074e-05,4.96074e-05
203,792.666,1.50929,5.21139,1.15299,0.68643,0.6651,0.70413,0.42905,1.34232,4.65239,1.16523,4.92147e-05,4.92147e-05,4.92147e-05
204,796.366,1.48744,4.95027,1.14851,0.6828,0.66558,0.70262,0.43504,1.31157,4.6359,1.15189,4.88221e-05,4.88221e-05,4.88221e-05
205,800.172,1.49835,5.0461,1.14025,0.69022,0.66334,0.70605,0.4316,1.33393,4.63161,1.16052,4.84295e-05,4.84295e-05,4.84295e-05
206,803.91,1.47682,4.95758,1.15784,0.68593,0.66022,0.70384,0.43912,1.29568,4.59872,1.14415,4.80371e-05,4.80371e-05,4.80371e-05
207,807.687,1.51662,5.05256,1.15407,0.69229,0.65856,0.70487,0.42772,1.3498,4.66062,1.16752,4.76447e-05,4.76447e-05,4.76447e-05
208,811.493,1.52078,5.14524,1.15978,0.67925,0.66591,0.70302,0.43225,1.33199,4.63637,1.15983,4.72525e-05,4.72525e-05,4.72525e-05
209,815.335,1.48316,5.00738,1.14263,0.6847,0.66552,0.70578,0.43269,1.32721,4.61731,1.1574,4.68605e-05,4.68605e-05,4.68605e-05
210,819.146,1.50181,5.02835,1.14469,0.69115,0.6591,0.70473,0.43019,1.34542,4.6276,1.16557,4.64687e-05,4.64687e-05,4.64687e-05
211,822.961,1.47688,4.90597,1.14276,0.68677,0.66199,0.70542,0.43341,1.32741,4.61948,1.15763,4.60771e-05,4.60771e-05,4.60771e-05
212,826.746,1.49062,4.93253,1.14194,0.69031,0.66094,0.70522,0.43281,1.33118,4.62598,1.1592,4.56857e-05,4.56857e-05,4.56857e-05
213,830.549,1.49047,5.00154,1.15874,0.69311,0.65829,0.70485,0.43374,1.32425,4.62113,1.15576,4.52946e-05,4.52946e-05,4.52946e-05
214,834.311,1.48097,5.00629,1.156,0.68542,0.6621,0.70346,0.43489,1.31172,4.60923,1.1502,4.49038e-05,4.49038e-05,4.49038e-05
215,838.096,1.4988,5.03328,1.15462,0.68065,0.66659,0.70185,0.43163,1.33486,4.62728,1.1603,4.45133e-05,4.45133e-05,4.45133e-05
216,841.91,1.51656,5.06437,1.15582,0.68448,0.66154,0.70329,0.42888,1.34165,4.63842,1.16312,4.41232e-05,4.41232e-05,4.41232e-05
217,845.684,1.50397,5.1025,1.15431,0.67617,0.66768,0.70235,0.43011,1.33764,4.63803,1.16189,4.37334e-05,4.37334e-05,4.37334e-05
218,849.502,1.50006,5.02233,1.16922,0.69618,0.66212,0.70583,0.42366,1.37925,4.66115,1.18127,4.3344e-05,4.3344e-05,4.3344e-05
219,853.33,1.50315,5.03691,1.15408,0.69251,0.6592,0.70643,0.4356,1.31936,4.61391,1.15446,4.2955e-05,4.2955e-05,4.2955e-05
220,857.148,1.47933,4.99091,1.15418,0.68496,0.66581,0.70501,0.42589,1.37051,4.6519,1.17745,4.25664e-05,4.25664e-05,4.25664e-05
221,860.94,1.50303,5.01416,1.15385,0.67861,0.66787,0.70545,0.43577,1.31361,4.60483,1.15145,4.21783e-05,4.21783e-05,4.21783e-05
222,864.782,1.49558,5.12037,1.15042,0.68737,0.6652,0.70567,0.43128,1.3439,4.62148,1.16446,4.17907e-05,4.17907e-05,4.17907e-05
223,868.587,1.49719,5.05827,1.15554,0.68701,0.6651,0.70574,0.43718,1.30746,4.59153,1.14836,4.14036e-05,4.14036e-05,4.14036e-05
224,872.295,1.49163,5.04044,1.15697,0.67808,0.67373,0.70494,0.43544,1.32074,4.59975,1.15404,4.1017e-05,4.1017e-05,4.1017e-05
225,876.211,1.51088,5.16895,1.16227,0.67599,0.67009,0.70283,0.42928,1.34896,4.63649,1.16641,4.0631e-05,4.0631e-05,4.0631e-05
226,880.002,1.48759,4.98576,1.14808,0.68263,0.66814,0.70355,0.43046,1.34408,4.62825,1.16451,4.02455e-05,4.02455e-05,4.02455e-05
227,883.821,1.49811,4.95159,1.13408,0.6916,0.6621,0.7046,0.43331,1.33212,4.61558,1.15944,3.98607e-05,3.98607e-05,3.98607e-05
228,887.621,1.50372,5.04452,1.15107,0.69053,0.66012,0.70383,0.43478,1.32186,4.61616,1.15507,3.94765e-05,3.94765e-05,3.94765e-05
229,891.439,1.49178,4.98223,1.13862,0.69133,0.65944,0.70407,0.43294,1.32912,4.62707,1.15722,3.90929e-05,3.90929e-05,3.90929e-05
230,895.261,1.48804,4.97225,1.15234,0.69007,0.66465,0.70724,0.43873,1.30324,4.58897,1.14609,3.871e-05,3.871e-05,3.871e-05
231,899.068,1.48268,4.89422,1.144,0.69365,0.66261,0.70567,0.43379,1.3271,4.60393,1.1566,3.83278e-05,3.83278e-05,3.83278e-05
232,902.894,1.50726,5.1325,1.1671,0.68815,0.66117,0.70356,0.43826,1.29703,4.59247,1.14357,3.79463e-05,3.79463e-05,3.79463e-05
233,906.661,1.5158,5.04427,1.13715,0.68369,0.65878,0.7021,0.43113,1.33945,4.63378,1.16227,3.75656e-05,3.75656e-05,3.75656e-05
234,910.49,1.49949,4.92828,1.1402,0.69054,0.66038,0.70608,0.43317,1.33417,4.61383,1.1597,3.71856e-05,3.71856e-05,3.71856e-05
235,914.337,1.51168,5.07134,1.15961,0.6961,0.66376,0.70723,0.43999,1.28635,4.57197,1.13892,3.68064e-05,3.68064e-05,3.68064e-05
236,918.14,1.47885,4.95709,1.14526,0.69173,0.6642,0.70749,0.43745,1.31653,4.59188,1.15162,3.6428e-05,3.6428e-05,3.6428e-05
237,922.003,1.50396,5.04025,1.14904,0.68767,0.66671,0.7055,0.43564,1.32487,4.6015,1.15538,3.60505e-05,3.60505e-05,3.60505e-05
238,925.818,1.47635,4.93178,1.15316,0.6917,0.66102,0.70754,0.43999,1.29871,4.57692,1.14397,3.56738e-05,3.56738e-05,3.56738e-05
239,929.667,1.48571,4.90332,1.13153,0.68612,0.6679,0.70715,0.43264,1.34233,4.60808,1.16279,3.5298e-05,3.5298e-05,3.5298e-05
240,933.481,1.50371,5.00848,1.14026,0.69003,0.661,0.70751,0.4361,1.32534,4.60102,1.15551,3.49232e-05,3.49232e-05,3.49232e-05
241,937.374,1.50976,5.06599,1.13755,0.68268,0.66929,0.70743,0.43781,1.31636,4.59351,1.15169,3.45492e-05,3.45492e-05,3.45492e-05
242,941.23,1.49219,4.91027,1.14664,0.69167,0.66261,0.7063,0.42909,1.35838,4.62313,1.17019,3.41762e-05,3.41762e-05,3.41762e-05
243,945.208,1.51536,5.02837,1.14897,0.68717,0.66379,0.70618,0.43615,1.32016,4.59891,1.15316,3.38042e-05,3.38042e-05,3.38042e-05
244,949.071,1.50779,5.04194,1.16126,0.6758,0.67323,0.70396,0.43124,1.34395,4.62228,1.16392,3.34332e-05,3.34332e-05,3.34332e-05
245,952.921,1.50547,5.03385,1.15692,0.68932,0.66034,0.70496,0.43219,1.34079,4.61478,1.16211,3.30632e-05,3.30632e-05,3.30632e-05
246,956.458,1.49124,5.00326,1.15967,0.6943,0.66039,0.70678,0.43571,1.31997,4.58614,1.1525,3.26942e-05,3.26942e-05,3.26942e-05
247,959.949,1.50712,5.01192,1.15008,0.6923,0.65824,0.70548,0.4393,1.29674,4.57767,1.14275,3.23263e-05,3.23263e-05,3.23263e-05
248,963.389,1.47671,4.93698,1.15969,0.69224,0.65922,0.70573,0.43264,1.33895,4.60303,1.16173,3.19595e-05,3.19595e-05,3.19595e-05
249,966.878,1.49719,5.08761,1.15031,0.69056,0.66261,0.70575,0.433,1.3334,4.59639,1.15955,3.15938e-05,3.15938e-05,3.15938e-05
250,970.339,1.49877,5.02648,1.15879,0.68826,0.65947,0.70469,0.43393,1.32757,4.6039,1.15692,3.12293e-05,3.12293e-05,3.12293e-05
251,973.772,1.49261,5.00717,1.17289,0.68887,0.66092,0.70522,0.4317,1.3373,4.60912,1.16104,3.08659e-05,3.08659e-05,3.08659e-05
252,977.29,1.50045,5.11732,1.16409,0.68516,0.6651,0.70553,0.43783,1.30734,4.58707,1.14753,3.05037e-05,3.05037e-05,3.05037e-05
253,980.836,1.49196,5.04482,1.14919,0.68601,0.66598,0.70534,0.43645,1.31555,4.59636,1.15088,3.01427e-05,3.01427e-05,3.01427e-05
254,984.276,1.52385,5.12424,1.16142,0.67866,0.66802,0.70415,0.43449,1.32102,4.60576,1.15294,2.97829e-05,2.97829e-05,2.97829e-05
255,987.744,1.47825,4.95897,1.13918,0.6836,0.66427,0.70433,0.43758,1.30148,4.59254,1.1439,2.94244e-05,2.94244e-05,2.94244e-05
256,991.167,1.497,5.05387,1.1603,0.68744,0.66508,0.70481,0.43372,1.32708,4.60477,1.15461,2.90671e-05,2.90671e-05,2.90671e-05
257,994.617,1.48332,5.01318,1.16112,0.68706,0.66363,0.70621,0.43838,1.30201,4.58557,1.14457,2.87111e-05,2.87111e-05,2.87111e-05
258,998.09,1.47399,4.82959,1.13319,0.68918,0.66413,0.70474,0.43264,1.33098,4.61179,1.1574,2.83564e-05,2.83564e-05,2.83564e-05
259,1001.76,1.49534,5.03129,1.15679,0.69473,0.662,0.70441,0.43386,1.32669,4.61343,1.15565,2.80031e-05,2.80031e-05,2.80031e-05
260,1005.44,1.48473,4.99189,1.15867,0.67945,0.67271,0.70448,0.43673,1.30968,4.59627,1.14813,2.76511e-05,2.76511e-05,2.76511e-05
261,1009.2,1.49196,4.98313,1.14659,0.68678,0.66444,0.70419,0.43306,1.32796,4.60623,1.15608,2.73005e-05,2.73005e-05,2.73005e-05
262,1012.86,1.48328,5.00963,1.16681,0.68216,0.66991,0.70502,0.4364,1.31435,4.58656,1.15071,2.69514e-05,2.69514e-05,2.69514e-05
263,1016.59,1.49207,4.99268,1.15563,0.69249,0.66527,0.70683,0.43265,1.33607,4.59428,1.15987,2.66036e-05,2.66036e-05,2.66036e-05
264,1020.3,1.49805,5.00871,1.15216,0.68752,0.66382,0.70661,0.43562,1.32379,4.58019,1.15483,2.62573e-05,2.62573e-05,2.62573e-05
265,1024.05,1.49502,4.95992,1.15843,0.68738,0.66513,0.70679,0.43717,1.31388,4.57902,1.15043,2.59124e-05,2.59124e-05,2.59124e-05
266,1027.41,1.50201,5.04786,1.15672,0.69059,0.66402,0.70711,0.43392,1.32994,4.59355,1.15748,2.5569e-05,2.5569e-05,2.5569e-05
267,1030.88,1.45877,4.81035,1.13512,0.67754,0.67422,0.7065,0.43804,1.315,4.58015,1.1511,2.52271e-05,2.52271e-05,2.52271e-05
268,1034.23,1.47761,4.89529,1.14066,0.68439,0.66776,0.7065,0.43814,1.31381,4.5829,1.15037,2.48868e-05,2.48868e-05,2.48868e-05
269,1037.48,1.44793,4.85178,1.14405,0.68699,0.66542,0.70709,0.43631,1.32228,4.58889,1.15366,2.4548e-05,2.4548e-05,2.4548e-05
270,1040.89,1.49148,4.99331,1.15489,0.68168,0.66951,0.70765,0.43702,1.31662,4.57949,1.15086,2.42108e-05,2.42108e-05,2.42108e-05
271,1044.22,1.47205,4.87348,1.14262,0.67855,0.66918,0.70603,0.43582,1.32341,4.59074,1.15383,2.38751e-05,2.38751e-05,2.38751e-05
272,1047.56,1.48837,4.92984,1.1507,0.67933,0.67004,0.70481,0.43543,1.31968,4.58797,1.15207,2.35411e-05,2.35411e-05,2.35411e-05
273,1050.91,1.53348,5.27864,1.17415,0.68517,0.67132,0.70679,0.43697,1.31129,4.572,1.1484,2.32087e-05,2.32087e-05,2.32087e-05
274,1054.3,1.48761,4.97081,1.14609,0.69563,0.65977,0.70726,0.43945,1.2949,4.55198,1.14142,2.2878e-05,2.2878e-05,2.2878e-05
275,1057.68,1.46487,4.87234,1.15136,0.68734,0.67032,0.70835,0.43795,1.30869,4.566,1.14703,2.25489e-05,2.25489e-05,2.25489e-05
276,1061.04,1.48812,4.99078,1.13497,0.6812,0.66366,0.70604,0.43851,1.30405,4.57439,1.14543,2.22216e-05,2.22216e-05,2.22216e-05
277,1064.4,1.47484,4.83277,1.12943,0.68787,0.66397,0.70716,0.43667,1.31341,4.57753,1.14902,2.18959e-05,2.18959e-05,2.18959e-05
278,1068.05,1.50616,5.04272,1.15584,0.68565,0.66885,0.7078,0.43944,1.29947,4.56155,1.14315,2.1572e-05,2.1572e-05,2.1572e-05
279,1071.86,1.518,5.09025,1.16773,0.69317,0.66618,0.70841,0.43846,1.31236,4.57069,1.14852,2.12498e-05,2.12498e-05,2.12498e-05
280,1075.63,1.50186,5.00659,1.14647,0.69624,0.66673,0.70954,0.43865,1.31528,4.57029,1.14971,2.09294e-05,2.09294e-05,2.09294e-05
281,1079.38,1.49857,5.03387,1.16701,0.69861,0.66323,0.709,0.43953,1.30831,4.56761,1.1471,2.06108e-05,2.06108e-05,2.06108e-05
282,1083.12,1.49872,4.93875,1.14242,0.69133,0.66666,0.7086,0.43581,1.32998,4.58672,1.15656,2.0294e-05,2.0294e-05,2.0294e-05
283,1086.87,1.49916,4.97214,1.14483,0.68866,0.66598,0.70688,0.43524,1.33173,4.59267,1.15742,1.99791e-05,1.99791e-05,1.99791e-05
284,1090.72,1.51029,5.02385,1.15546,0.68897,0.66387,0.70655,0.43655,1.32034,4.58629,1.15211,1.9666e-05,1.9666e-05,1.9666e-05
285,1094.54,1.50181,4.9907,1.15645,0.68903,0.66344,0.70595,0.43451,1.3289,4.59726,1.15575,1.93547e-05,1.93547e-05,1.93547e-05
286,1098.36,1.50903,5.05753,1.15589,0.68977,0.66619,0.70687,0.43572,1.32182,4.59088,1.15244,1.90454e-05,1.90454e-05,1.90454e-05
287,1102.15,1.51712,5.01691,1.15019,0.69234,0.66113,0.70557,0.43978,1.29311,4.57552,1.14029,1.87379e-05,1.87379e-05,1.87379e-05
288,1105.95,1.48998,4.94346,1.15563,0.6877,0.66673,0.70648,0.43633,1.31576,4.59033,1.14986,1.84324e-05,1.84324e-05,1.84324e-05
289,1109.76,1.49319,5.00045,1.15698,0.69954,0.65558,0.70695,0.43368,1.32702,4.59716,1.15483,1.81289e-05,1.81289e-05,1.81289e-05
290,1113.46,1.45921,4.8401,1.14266,0.68931,0.66319,0.7074,0.43777,1.30973,4.5723,1.1482,1.78273e-05,1.78273e-05,1.78273e-05
291,1117.27,1.4759,4.87736,1.13743,0.68992,0.66756,0.70886,0.43648,1.32218,4.57437,1.15333,1.75277e-05,1.75277e-05,1.75277e-05
292,1121.17,1.48457,4.8528,1.13491,0.69141,0.66468,0.70998,0.43699,1.32226,4.57266,1.15324,1.72301e-05,1.72301e-05,1.72301e-05
293,1124.92,1.48923,4.97655,1.16376,0.68767,0.66721,0.70855,0.43961,1.30151,4.55483,1.14445,1.69345e-05,1.69345e-05,1.69345e-05
294,1128.73,1.48923,4.99307,1.15397,0.69032,0.6652,0.71012,0.43723,1.32155,4.56711,1.15295,1.66409e-05,1.66409e-05,1.66409e-05
295,1132.38,1.49706,4.9451,1.14027,0.679,0.67456,0.70941,0.43746,1.3233,4.57012,1.15378,1.63495e-05,1.63495e-05,1.63495e-05
296,1136.21,1.48987,4.98881,1.14563,0.68336,0.66942,0.7088,0.43592,1.32904,4.57676,1.15586,1.606e-05,1.606e-05,1.606e-05
297,1139.99,1.48379,4.99428,1.15078,0.68658,0.66664,0.70788,0.43811,1.30886,4.56311,1.14703,1.57727e-05,1.57727e-05,1.57727e-05
298,1143.75,1.48793,4.94029,1.15616,0.68713,0.66849,0.70687,0.43828,1.30815,4.56644,1.14675,1.54875e-05,1.54875e-05,1.54875e-05
299,1147.52,1.47645,4.84801,1.13807,0.69121,0.66378,0.70774,0.43668,1.32484,4.58357,1.15409,1.52044e-05,1.52044e-05,1.52044e-05
300,1151.28,1.4916,4.97511,1.15481,0.68747,0.66663,0.7079,0.43741,1.31774,4.57356,1.15108,1.49235e-05,1.49235e-05,1.49235e-05
301,1155.07,1.48533,4.90813,1.15439,0.68706,0.66809,0.70745,0.43956,1.30368,4.55687,1.14512,1.46447e-05,1.46447e-05,1.46447e-05
302,1158.78,1.49277,5.02495,1.15044,0.68472,0.67126,0.70816,0.4389,1.30819,4.56021,1.14694,1.43682e-05,1.43682e-05,1.43682e-05
303,1162.23,1.49419,4.92679,1.14331,0.68869,0.66641,0.70792,0.43594,1.32441,4.57701,1.15351,1.40938e-05,1.40938e-05,1.40938e-05
304,1165.64,1.49022,4.87892,1.13969,0.68104,0.67031,0.70707,0.43725,1.31827,4.57375,1.15116,1.38216e-05,1.38216e-05,1.38216e-05
305,1169.07,1.46612,4.88945,1.14891,0.68616,0.66721,0.70704,0.43599,1.32374,4.5769,1.1535,1.35517e-05,1.35517e-05,1.35517e-05
306,1172.53,1.51078,4.96705,1.14278,0.6893,0.66773,0.70763,0.43515,1.3273,4.57937,1.15492,1.3284e-05,1.3284e-05,1.3284e-05
307,1175.99,1.48043,4.93253,1.14681,0.6878,0.66738,0.70828,0.43578,1.32451,4.5748,1.15377,1.30185e-05,1.30185e-05,1.30185e-05
308,1179.43,1.47163,4.74765,1.13164,0.69953,0.65231,0.70731,0.44056,1.29821,4.55427,1.14265,1.27554e-05,1.27554e-05,1.27554e-05
309,1182.85,1.47253,4.81478,1.14262,0.68968,0.66482,0.70804,0.43924,1.30443,4.55833,1.145,1.24945e-05,1.24945e-05,1.24945e-05
310,1186.57,1.48249,4.91194,1.13475,0.69341,0.66297,0.7077,0.43559,1.31914,4.57368,1.15086,1.2236e-05,1.2236e-05,1.2236e-05
311,1190.28,1.4633,4.76433,1.14692,0.68693,0.66641,0.70691,0.43893,1.30161,4.56113,1.1436,1.19798e-05,1.19798e-05,1.19798e-05
312,1194.03,1.4919,5.00657,1.15095,0.68441,0.66639,0.70688,0.4397,1.29838,4.55783,1.14211,1.17259e-05,1.17259e-05,1.17259e-05
313,1197.51,1.46069,4.87171,1.14275,0.6951,0.6631,0.70779,0.43583,1.31968,4.57304,1.15104,1.14744e-05,1.14744e-05,1.14744e-05
314,1200.93,1.49157,4.97201,1.16018,0.69648,0.6626,0.70856,0.43791,1.31349,4.56468,1.14838,1.12253e-05,1.12253e-05,1.12253e-05
315,1204.33,1.49506,4.91257,1.15649,0.69753,0.66076,0.70835,0.44002,1.3013,4.55151,1.14371,1.09786e-05,1.09786e-05,1.09786e-05
316,1207.74,1.49185,4.981,1.1495,0.69057,0.66505,0.70838,0.43769,1.31269,4.56351,1.14864,1.07342e-05,1.07342e-05,1.07342e-05
317,1211.08,1.48673,4.98391,1.15403,0.69007,0.66379,0.70785,0.4347,1.33064,4.57919,1.15643,1.04923e-05,1.04923e-05,1.04923e-05
318,1214.5,1.48843,5.01169,1.1496,0.68745,0.6645,0.70753,0.43648,1.32266,4.56773,1.15343,1.02529e-05,1.02529e-05,1.02529e-05
319,1217.88,1.51134,4.97656,1.15717,0.68552,0.66576,0.70718,0.43671,1.31864,4.56558,1.15185,1.00159e-05,1.00159e-05,1.00159e-05
320,1221.25,1.49785,5.02127,1.15572,0.68635,0.66652,0.70729,0.4337,1.33581,4.58349,1.1592,9.78131e-06,9.78131e-06,9.78131e-06
321,1224.73,1.49827,4.9574,1.14116,0.68639,0.66522,0.70639,0.43264,1.33916,4.58722,1.1605,9.54924e-06,9.54924e-06,9.54924e-06
322,1228.08,1.46519,4.8003,1.13497,0.68046,0.67208,0.70735,0.43448,1.33166,4.57726,1.15727,9.31967e-06,9.31967e-06,9.31967e-06
323,1231.5,1.53217,5.16681,1.15591,0.68185,0.67114,0.7079,0.43531,1.32904,4.57449,1.15622,9.09261e-06,9.09261e-06,9.09261e-06
324,1234.95,1.48817,4.91848,1.13233,0.68249,0.67028,0.70851,0.43622,1.32529,4.56895,1.15456,8.86807e-06,8.86807e-06,8.86807e-06
325,1238.43,1.50129,5.03975,1.16413,0.68349,0.6678,0.70814,0.43529,1.32811,4.57622,1.15569,8.64606e-06,8.64606e-06,8.64606e-06
326,1241.85,1.49717,4.93051,1.14165,0.68118,0.66876,0.70711,0.43345,1.33597,4.58174,1.15901,8.42661e-06,8.42661e-06,8.42661e-06
327,1245.26,1.4787,4.95716,1.14337,0.68073,0.67162,0.70822,0.43595,1.32524,4.57029,1.15409,8.20972e-06,8.20972e-06,8.20972e-06
328,1248.67,1.47152,4.87674,1.14538,0.68606,0.66781,0.70854,0.43756,1.31673,4.5591,1.15048,7.99541e-06,7.99541e-06,7.99541e-06
329,1252.13,1.4822,4.97772,1.14921,0.68792,0.6673,0.70851,0.43798,1.31332,4.5549,1.14886,7.7837e-06,7.7837e-06,7.7837e-06
330,1255.8,1.46043,4.7548,1.12964,0.6878,0.66773,0.70844,0.43735,1.31486,4.55653,1.14954,7.57458e-06,7.57458e-06,7.57458e-06
331,1259.49,1.51535,5.13848,1.16279,0.68456,0.66862,0.70846,0.43606,1.32431,4.57091,1.1535,7.36808e-06,7.36808e-06,7.36808e-06
332,1263.29,1.48922,4.99334,1.1518,0.67993,0.67139,0.70757,0.43517,1.32761,4.57546,1.15512,7.16422e-06,7.16422e-06,7.16422e-06
333,1267.16,1.5107,5.0364,1.14966,0.68072,0.66933,0.70795,0.43748,1.31735,4.5662,1.1506,6.96299e-06,6.96299e-06,6.96299e-06
334,1271,1.47507,4.93906,1.16064,0.68059,0.67061,0.70824,0.438,1.31414,4.56358,1.14923,6.76442e-06,6.76442e-06,6.76442e-06
335,1274.74,1.4941,5.02012,1.15885,0.68034,0.67153,0.70792,0.4373,1.31765,4.56718,1.15067,6.56852e-06,6.56852e-06,6.56852e-06
